State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
Rhode Island,Providence,283,588,61,981,Family,2018,4,07-01-2018,9-30-2018
South Carolina,Charleston,345,432,83,"1,054",Family,2018,4,07-01-2018,9-30-2018
South Carolina,Greer,178,236,14,494,Family,2018,4,07-01-2018,9-30-2018
Tennessee,Memphis,263,714,71,953,Family,2018,4,07-01-2018,9-30-2018
Tennessee,Nashville,477,234,32,"1,913",Family,2018,4,07-01-2018,9-30-2018
Texas,Dallas,"3,239","2,176",331,"18,794",Family,2018,4,07-01-2018,9-30-2018
Texas,El Paso,776,921,115,"2,684",Family,2018,4,07-01-2018,9-30-2018
Texas,Harlingen,701,"1,160",120,"2,421",Family,2018,4,07-01-2018,9-30-2018
Texas,Houston,"3,263","3,091",605,"21,503",Family,2018,4,07-01-2018,9-30-2018
Texas,San Antonio,"1,716","2,491",298,"5,797",Family,2018,4,07-01-2018,9-30-2018
Utah,Salt Lake City,719,156,53,"3,733",Family,2018,4,07-01-2018,9-30-2018
Vermont,St. Albans,52,244,11,294,Family,2018,4,07-01-2018,9-30-2018
Virginia,Norfolk,461,450,108,"2,089",Family,2018,4,07-01-2018,9-30-2018
Washington,Seattle,"1,199",338,127,"6,632",Family,2018,4,07-01-2018,9-30-2018
Washington,Spokane,78,93,16,229,Family,2018,4,07-01-2018,9-30-2018
Washington,Yakima,187,165,10,486,Family,2018,4,07-01-2018,9-30-2018
West Virginia,Charleston,0,0,0,0,Family,2018,4,07-01-2018,9-30-2018
Wisconsin,Milwaukee,470,301,41,"2,253",Family,2018,4,07-01-2018,9-30-2018
Guam,Agana,195,117,11,529,Family,2018,4,07-01-2018,9-30-2018
U.S. Virgin Islands,Charlotte Amalie,30,42,nan,177,Family,2018,4,07-01-2018,9-30-2018
U.S. Virgin Islands,Christiansted,nan,nan,nan,48,Family,2018,4,07-01-2018,9-30-2018
Puerto Rico,San Juan,138,172,14,661,Family,2018,4,07-01-2018,9-30-2018
Service Center,California,0,nan,0,222,Family,2018,4,07-01-2018,9-30-2018
Service Center,National Benefits Center,0,0,0,0,Family,2018,4,07-01-2018,9-30-2018
Service Center,Nebraska,nan,0,0,0,Family,2018,4,07-01-2018,9-30-2018
Service Center,Potomac,0,0,0,0,Family,2018,4,07-01-2018,9-30-2018
Service Center,Texas,0,0,0,53,Family,2018,4,07-01-2018,9-30-2018
Alabama,Montgomery,540,512,108,"2,536",Family,2018,3,04-01-2018,06-30-2018
Alaska,Anchorage,97,135,14,341,Family,2018,3,04-01-2018,06-30-2018
Arizona,Phoenix,"1,391",667,89,"6,446",Family,2018,3,04-01-2018,06-30-2018
Arizona,Tucson,531,328,34,"1,395",Family,2018,3,04-01-2018,06-30-2018
Arkansas,Fort Smith,206,105,11,632,Family,2018,3,04-01-2018,06-30-2018
California,Chula Vista,0,0,0,0,Family,2018,3,04-01-2018,06-30-2018
California,Fresno,984,898,115,"2,841",Family,2018,3,04-01-2018,06-30-2018
California,Imperial,86,73,nan,215,Family,2018,3,04-01-2018,06-30-2018
California,Los Angeles,"2,278","1,213",221,"7,833",Family,2018,3,04-01-2018,06-30-2018
California,Los Angeles County,"2,181","1,025",347,"8,188",Family,2018,3,04-01-2018,06-30-2018
California,Sacramento,"1,070",887,98,"3,551",Family,2018,3,04-01-2018,06-30-2018
California,San Bernardino,"1,982","1,830",296,"5,766",Family,2018,3,04-01-2018,06-30-2018
California,San Diego,"1,492",800,126,"3,809",Family,2018,3,04-01-2018,06-30-2018
California,San Fernando Valley,"1,534",799,120,"6,864",Family,2018,3,04-01-2018,06-30-2018
California,San Francisco,"2,244",959,113,"10,863",Family,2018,3,04-01-2018,06-30-2018
California,San Jose,"1,279",841,127,"4,156",Family,2018,3,04-01-2018,06-30-2018
California,Santa Ana,"1,629","1,021",217,"6,804",Family,2018,3,04-01-2018,06-30-2018
Colorado,Denver,"1,158","1,033",138,"5,180",Family,2018,3,04-01-2018,06-30-2018
Connecticut,Hartford,928,600,97,"3,748",Family,2018,3,04-01-2018,06-30-2018
Delaware,Dover,0,nan,0,0,Family,2018,3,04-01-2018,06-30-2018
District Of Columbia,Washington,"1,596","1,428",162,"6,501",Family,2018,3,04-01-2018,06-30-2018
Florida,Hialeah,842,709,111,"3,349",Family,2018,3,04-01-2018,06-30-2018
Florida,Jacksonville,499,329,60,"1,487",Family,2018,3,04-01-2018,06-30-2018
Florida,Kendall,735,428,88,"2,728",Family,2018,3,04-01-2018,06-30-2018
Florida,Miami,"1,327",442,122,"8,466",Family,2018,3,04-01-2018,06-30-2018
